ph,tds,temperature,label
-0.4253228945735275,-519.6154638388738,-10.290666019784892,Lettuce
-0.26378186383568963,-391.4766270055066,-0.8240516031873698,Lettuce
-5.729918792536052,380.7596430214935,-6.709660225616336,Lettuce
-0.409573636157312,-192.5845959563366,1.472082208444073,Lettuce
6.727814150774334,-427.3660996869634,11.739801581378135,Watercress
0.9439022187590913,379.848270289878,11.72629604185129,Lettuce
0.17883838240263034,-291.2104897777089,-22.183664848904574,Lettuce
0.9814822395545936,-61.785734265654206,-1.9058391591327573,Lettuce
-0.8046171109235345,238.45060843751295,-2.3073774793150483,Lettuce
-3.7797021962246737,301.44217550065525,2.9400961457494366,Lettuce
0.04509104802120502,-341.8367803809789,-7.983565660371861,Lettuce
0.8244956077923462,305.2564507344197,6.77151883096633,Lettuce
1.029305889212907,142.8974276182687,-4.824069737078219,Lettuce
0.9443660887948263,63.16789068944159,1.5802787465189017,Lettuce
0.8214797801547029,-407.59968321639013,0.3984527837428385,Lettuce
4.458672377798909,78.29555663948672,-2.557877294197698,Lettuce
0.3753655272241971,-536.4823915977557,-13.951278774963933,Lettuce
5.030199066532939,479.3666352764988,-9.681470794654038,Tomato
-0.7011730837635763,-224.53144393574584,4.8387129779290685,Lettuce
-3.274005036721265,184.91592978635563,4.415690941243593,Lettuce
-2.32433383488729,-565.1311418165468,-14.020718790088095,Lettuce
-6.0853963938174065,9.239070311247428,12.675241071785836,Lettuce
4.116422080951366,130.30959209520324,-11.896699275799815,Lettuce
-4.808619940462352,294.76464149946486,6.8624828410487115,Lettuce
-6.408025274498582,-402.938941692469,-12.488933962544282,Lettuce
-1.8386365819867818,334.2144939689861,16.33260973844659,Lettuce
5.030834046009786,-777.4627139052203,5.096275255715377,Tomato
-1.364080378866224,242.66815403755365,-22.33610583208309,Lettuce
-2.4519079233613463,36.784180473836564,-5.893597739977912,Lettuce
-2.5443487455674854,-431.4209451832218,5.249734178880694,Lettuce
-0.22140128786408747,123.44793451475786,-0.9827552380536886,Lettuce
-4.438494621772965,-706.4680041496858,-21.236066296515578,Tomato
4.922972794444615,154.6941156416643,13.49979982860129,Lettuce
-2.5669749201015324,183.0691822877079,7.337834825787972,Lettuce
-5.792744528502512,-248.01218407300672,-3.359190454472654,Lettuce
4.926690746945013,-493.414506694209,7.572188330447961,Lettuce
-3.25468536337074,-569.9209534576214,-14.546958100103438,Lettuce
-2.7281978932309796,-409.1551861613161,12.62142657300327,Lettuce
-0.13643484702896252,-460.47628572683277,12.90695069749574,Lettuce
-3.6043806498716857,-576.1103619187317,-13.873637806737813,Lettuce
-5.453936370096506,308.2845417962182,2.9394667521167714,Lettuce
-5.653200424090763,-15.421307285761145,17.503331452203856,Lettuce
0.4900100035299113,300.9452254527674,17.79329793687629,Lettuce
-2.7024741508123893,-279.0930906282746,12.092393536979747,Lettuce
0.01954694183296133,17.49119464509746,-20.374013504057785,Lettuce
6.21135904592418,-292.8261257882116,18.584904864955522,Mint
-4.727237941986829,4.940168069017048,-19.032763444456705,Lettuce
-1.5831907503273195,-126.38368924044885,-22.258544933859362,Lettuce
1.7682101289667849,207.39490894187958,-19.089516461816174,Lettuce
-5.192880077662433,-2.6966816426210216,13.277537753740468,Lettuce
